id;keyword;title;directions;ingredients;course_meal_type;cuisine_origin;Prep Time;cook time;Total Time;equipments;Protein;Fat;Carbohydrates_g;fiber_g;sugar_g;sodium_mg
242;churros;Chai-spiced churros with coconut dipping sauce;Combine water, butter, sugar, and salt in a saucepan and bring to a boil. Reduce heat and stir in flour until a dough forms and pulls away from the sides. Let dough cool slightly, then beat in eggs one at a time until smooth. Mix in cardamom, ginger, and cinnamon to flavor the dough. Heat oil in a deep pan to 180∞C (350∞F). Pipe dough into hot oil using a star-tipped piping bag and fry until golden brown. Drain churros on paper towels and roll in a mixture of sugar and nutmeg. Heat coconut milk in a small pan and stir in chopped chocolate until melted. Serve warm churros with the coconut chocolate dipping sauce.;water, butter, sugar, salt, flour, eggs, cardamom, ginger, cinnamon, oil, nutmeg, coconut milk, chocolate;Dessert;Mexican;20;15;35;Saucepan|Deep Pan|Piping Bag;3;15;40;1;15;100
243;ciabatta;Spicy chicken ciabatta with peanut satay sauce;Mix chicken with coriander, paprika, cayenne, salt, and oil. Heat a pan over medium heat and cook chicken until browned and cooked through. In a small saucepan, combine peanut butter, soy sauce, lime juice, honey, and water. Stir satay sauce over low heat until smooth and warmed through. Toast ciabatta rolls lightly under a grill or in a toaster. Layer cabbage, cucumber, and red onion on the bottom halves of the rolls. Top with hot chicken and drizzle with warm satay sauce. Sprinkle with chopped cilantro. Cover with the top halves of the rolls and serve immediately.;chicken, coriander, paprika, cayenne, salt, oil, peanut butter, soy sauce, lime juice, honey, water, ciabatta rolls, cabbage, cucumber, red onion, cilantro;Main Course;Thai;15;20;35;Pan|Saucepan|Grill;30;25;45;3;5;800
244;creme brulee;Chai rooibos cr√®me br√ªl√©e fusion;Preheat oven to 150∞C (300∞F). In a saucepan, heat cream with chai and rooibos tea bags over medium heat until just simmering. Remove from heat, cover, and let steep for 10 minutes. In a bowl, whisk egg yolks, sugar, vanilla, and salt until smooth. Slowly strain and pour warm cream into the egg mixture, stirring constantly. Divide mixture evenly into 4 ramekins. Place ramekins in a baking dish and pour hot water halfway up the sides. Bake for 35 to 40 minutes, until centers are just set. Cool to room temperature, then refrigerate for at least 2 hours. Before serving, sprinkle 1  sugar on each custard and caramelize with a kitchen torch.;cream, chai, rooibos tea bags, egg yolks, sugar, vanilla, salt, water;Dessert;International;10;40;50;Saucepan|Oven;3;30;25;0;20;50
245;diet;Healthy african asian fusion stir-fry;Heat olive oil in a large pan over medium heat. Grill onion, garlic, and ginger until fragrant. Add chicken slices and cook until no longer pink. Stir in bell pepper, zucchini, and cabbage. Cook vegetables until just tender, about 5 minutes. Mix in soy sauce, groundnut paste, and chili flakes. Stir well to combine and heat through. Add lemon juice and toss to coat. Serve hot over cooked brown rice. Garnish with fresh herbs if desired.;olive oil, onion, garlic, ginger, chicken, bell pepper, zucchini, cabbage, soy sauce, groundnut paste, chili flakes, lemon juice, brown rice, fresh herbs;Main Course;African, Asian;15;15;30;Pan;30;15;50;5;5;600
246;dr oetker;African-asian fusion chicken pizza;Preheat oven to 220∞C (425∞F). Prepare Dr. Oetker pizza crust according to package instructions. Mix peanut butter, soy sauce, tomato paste, ginger, garlic powder, and oil in a bowl to form a sauce. Spread the sauce evenly over the prepared pizza crust. Top with shredded chicken, red onion, and chopped green chili. Sprinkle mozzarella and smoked gouda cheese evenly over the toppings. Bake pizza for 12 to 15 minutes or until crust is golden and cheese is melted. Remove from oven and let cool for 2 minutes. Garnish with chopped cilantro before serving.;Dr. Oetker pizza crust, peanut butter, soy sauce, tomato paste, ginger, garlic powder, oil, shredded chicken, red onion, green chili, mozzarella cheese, smoked gouda cheese, cilantro;Main Course;African-Asian;10;15;25;Oven;40;30;50;3;5;800
247;dreamlight valley;Dreamlight valley chicken peanut curry;Heat oil in a large pan over medium heat. Add onion and Grill until translucent. Stir in garlic and ginger, cook until fragrant. Add red curry paste and cook for 1 minute. Add chicken and cook until lightly browned. Pour in coconut milk and stir in peanut butter. Add soy sauce and ground coriander, mix well. Simmer for 15 minutes until chicken is cooked through. Add bell pepper and spinach, cook until just tender. Serve hot over jasmine rice and garnish with cilantro.;oil, onion, garlic, ginger, red curry paste, chicken, coconut milk, peanut butter, soy sauce, ground coriander, bell pepper, spinach, jasmine rice, cilantro;Main Course;Thai;15;30;45;Pan;30;30;50;3;5;800
248;eggnog;Spiced coconut eggnog with cardamom and nutmeg;In a saucepan, whisk together eggs and sugar until smooth. Add coconut milk, whole milk, and all spices to the saucepan. Heat the mixture over medium-low heat, stirring constantly. Cook until the mixture thickens slightly and coats the back of a spoon. Remove from heat and stir in vanilla extract and rum if using. Let cool for 15 minutes, then refrigerate for at least 2 hours. Stir well before serving and garnish with a sprinkle of nutmeg. Serve chilled in glasses or mugs.;eggs, sugar, coconut milk, whole milk, spices, vanilla extract, rum, nutmeg;Drinks;International;15;20;35;Saucepan;4;10;30;0;25;50
249;strawberry cake;Strawberry cake with coconut and cardamom;Preheat oven to 180∞C (350∞F) and grease a 20 cm (8-inch) round cake pan. In a bowl, whisk flour, baking powder, baking soda, cardamom, and salt. Cream butter and sugar in a separate bowl until light and fluffy. Beat in eggs one at a time, then add vanilla extract and lemon juice. Mix in the dry ingredients alternately with coconut milk until just combined. Fold in chopped strawberries gently. Pour batter into prepared pan and smooth the top. Sprinkle desiccated coconut on top if using. Bake for 35 to 40 minutes or until a toothpick inserted comes out clean. Cool in pan for 10 minutes, then transfer to a wire rack to cool completely.;flour, baking powder, baking soda, cardamom, salt, butter, sugar, eggs, vanilla extract, lemon juice, coconut milk, strawberries, desiccated coconut;Dessert;International;20;40;60;Oven;3;10;45;2;20;200
250;shrimps;Spicy shrimp stir-fry with jollof rice;Heat oil in a large skillet over medium heat. Add onion, garlic, and ginger, and Grill until fragrant. Stir in bell peppers and cook until slightly softened. Add shrimp and cook until pink and opaque. Mix in soy sauce, chili paste, and curry powder. Season with salt, pepper, and lime juice. Add the cooked jollof rice and stir to combine. Cook for a few more minutes until heated through. Garnish with chopped green onions before serving.;oil, onion, garlic, ginger, bell peppers, shrimp, soy sauce, chili paste, curry powder, salt, pepper, lime juice, jollof rice, green onions;Main Course;African;10;15;25;Skillet;30;15;60;3;5;800
251;stuffed peppers;African asian fusion stuffed peppers;Preheat oven to 180∞C (350∞F). Heat vegetable oil in a skillet over medium heat. Grill onion, garlic, and ginger until fragrant and soft. Add ground meat and cook until browned, breaking it up with a spoon. Stir in harissa paste, soy sauce, sesame oil, coriander, salt, and pepper. Mix in cooked rice and chopped cilantro, then remove from heat. Stuff each bell pepper with the rice and meat mixture. Place stuffed peppers upright in a baking dish. Cover with foil and bake for 30 minutes. Remove foil and bake another 10 minutes until peppers are tender.;vegetable oil, onion, garlic, ginger, ground meat, harissa paste, soy sauce, sesame oil, coriander, salt, pepper, rice, cilantro, bell pepper;Main Course;African;15;40;55;Skillet|Oven;30;20;40;2;2;800
252;sliced;Sliced chicken with spicy peanut soy glaze;Heat oil in a large skillet over medium heat. Add sliced chicken and cook until browned and cooked through. Remove chicken from skillet and set aside. In the same skillet, Grill onion until softened. Add garlic and ginger, cook until fragrant. Stir in soy sauce, peanut butter, honey, chili flakes, and water. Simmer the sauce until slightly thickened, stirring constantly. Return chicken to skillet and toss to coat in the sauce. Cook for 2 more minutes until heated through. Garnish with spring onions and sesame seeds before serving with rice.;oil, sliced chicken, onion, garlic, ginger, soy sauce, peanut butter, honey, chili flakes, water, spring onions, sesame seeds, rice;Main Course;Thai;15;20;35;Skillet;30;20;40;2;10;800
253;gyros;Spiced chicken gyros with peanut satay sauce;Combine yogurt, lemon juice, coriander, cumin, paprika, cayenne, and salt in a bowl. Add chicken slices to the marinade and mix well to coat. Cover and refrigerate for at least 1 hour. In a small saucepan, combine coconut milk, peanut butter, soy sauce, ginger, and garlic. Simmer the sauce over low heat until thickened, stirring frequently. Grill or pan-fry the marinated chicken until fully cooked and slightly charred. Warm the pita breads or flatbreads briefly in a pan or oven. Assemble gyros by layering chicken, onion, cucumber, and carrot on the bread. Drizzle with warm peanut satay sauce. Garnish with fresh cilantro and serve immediately.;yogurt, lemon juice, coriander, cumin, paprika, cayenne, salt, chicken, coconut milk, peanut butter, soy sauce, ginger, garlic, pita breads, flatbreads, onion, cucumber, carrot, cilantro;Main Course;Mediterranean;60;20;80;Pan|Grill;30;25;40;5;5;800
254;oat flakes;Spiced oat flakes with coconut and peanut sauce;Heat vegetable oil in a pan over medium heat. Add garlic, ginger, and chili and Grill until fragrant. Stir in peanut butter, soy sauce, and coconut milk. Simmer until the sauce thickens slightly. Add oat flakes and stir to combine. Cook for 5 to 7 minutes until oats are tender. Mix in shredded carrots and chickpeas. Season with salt and cook for another 2 minutes. Garnish with spring onions and coriander. Serve warm with lime wedges on the side.;vegetable oil, garlic, ginger, chili, peanut butter, soy sauce, coconut milk, oat flakes, shredded carrots, chickpeas, salt, spring onions, coriander, lime wedges;Breakfast|Main Course;International;10;15;25;Pan;15;20;50;10;5;800
255;venison goulash;African-asian fusion venison goulash;Heat oil in a large pot over medium heat. Add onion, garlic, and ginger, and Grill until fragrant. Stir in coriander, paprika, and cumin, and cook for 1 minute. Add venison cubes and brown on all sides. Pour in soy sauce, chopped tomatoes, and stock. Bring to a simmer and cook covered for 30 minutes. Add sweet potato and bell pepper to the pot. Simmer uncovered for another 20 minutes until vegetables are tender. Season with salt and pepper to taste. Serve hot with steamed rice or flatbread.;oil, onion, garlic, ginger, coriander, paprika, cumin, venison, soy sauce, tomatoes, stock, sweet potato, bell pepper, salt, pepper, rice, flatbread;Main Course;African-Asian;15;50;65;Pot|Stove / Pan;35;15;40;5;5;800
256;hugo;Hugo-inspired ginger lemongrass couscous salad;Bring water to a boil and add couscous with a pinch of salt. Cover and let couscous steam off heat for 5 minutes, then fluff with a fork. In a small pan, Grill grated ginger and garlic in sesame oil until fragrant. Add chopped lemongrass and cook for 2 minutes, then remove from heat. In a large bowl, combine couscous, chopped mint, cucumber, and spring onions. Whisk together lime juice, honey, and soy sauce to make dressing. Pour dressing and Grilled aromatics over couscous mixture and toss well. Chill the salad for 30 minutes to allow flavors to meld. Top with crushed roasted peanuts and serve cold or at room temperature.;water, couscous, salt, ginger, garlic, sesame oil, lemongrass, mint, cucumber, spring onions, lime juice, honey, soy sauce, peanuts;Salad;International;10;10;20;Pot|Pan;10;15;45;5;5;500
257;cold dog;Cold dog with spicy peanut slaw wraps;In a bowl, mix soy sauce, rice vinegar, peanut butter, chili paste, honey, garlic, ginger, and water until smooth. Toss shredded cabbage, carrot, and crushed peanuts with the dressing to coat evenly. Lay out the lettuce leaves or softened rice paper sheets on a clean surface. Place one chilled hot dog in the center of each wrap. Top each hot dog with a generous spoonful of the spicy peanut slaw. Carefully roll the wraps, folding in the sides to secure the filling. Chill the wraps for 10 to 15 minutes before serving for best texture. Slice each wrap in half diagonally if desired and serve cold.;soy sauce, rice vinegar, peanut butter, chili paste, honey, garlic, ginger, water, shredded cabbage, carrot, crushed peanuts, lettuce leaves, rice paper sheets, hot dog;Main Course;International;15;0;15;;12;18;30;3;5;800
258;rabbit;Spicy rabbit stir-fry with peanut sauce;Heat oil in a large wok over medium-high heat. Add rabbit slices and stir-fry until browned and cooked through. Remove rabbit from wok and set aside. In the same wok, Grill onion, garlic, ginger, and chili until fragrant. Add red bell pepper and green beans and stir-fry for 3 to 4 minutes. Stir in soy sauce, peanut butter, lime juice, coriander, and water. Return rabbit to the wok and toss to coat in the sauce. Cook for another 2 to 3 minutes until sauce thickens slightly. Garnish with chopped cilantro before serving. Serve hot with steamed rice or flatbread.;oil, rabbit, onion, garlic, ginger, chili, red bell pepper, green beans, soy sauce, peanut butter, lime juice, coriander, water, cilantro, rice, flatbread;Main Course;Chinese;15;15;30;Wok;35;20;25;5;5;800
259;biscuits;Spiced african-asian fusion biscuits;Preheat oven to 200∞C (400∞F) and line a baking tray with parchment paper. In a large bowl, whisk together flour, baking powder, baking soda, salt, ginger, cardamom, and cinnamon. Add cold butter and rub into the flour mixture until it resembles coarse crumbs. In a small bowl, mix coconut milk with honey until combined. Pour the wet ingredients into the dry mixture and stir until a soft dough forms. Turn the dough onto a lightly floured surface and gently knead a few times. Pat dough to about 2 cm (3/4 inch) thick and cut into rounds using a biscuit cutter. Place biscuits on the prepared tray and sprinkle with sesame seeds. Bake for 12 to 15 minutes until golden brown. Cool slightly and garnish with chopped cilantro before serving if desired.;flour, baking powder, baking soda, salt, ginger, cardamom, cinnamon, butter, coconut milk, honey, sesame seeds, cilantro;Snack;African-Asian;15;15;30;Oven;2;7;20;1;3;200
260;herb butter;Grilled herb butter chicken with spiced rice;Combine butter, cilantro, parsley, garlic, and ginger in a bowl to make herb butter. Rub chicken thighs with cumin, coriander, and a spoonful of herb butter. Heat a grill pan over medium heat and cook chicken until golden and cooked through. Rinse rice under cold water until water runs clear. Heat oil in a saucepan and Grill turmeric and chili for 1 minute. Add rice and stir to coat with spices. Pour in water and salt, bring to a boil, then reduce heat and cover. Simmer rice for 15 minutes or until water is absorbed. Remove rice from heat and let sit covered for 5 minutes. Serve grilled chicken over spiced rice with a dollop of herb butter on top.;butter, cilantro, parsley, garlic, ginger, chicken thighs, cumin, coriander, oil, turmeric, chili, rice, water, salt;Main Course;International;15;30;45;Stove / Pan|Grill|Pot;30;25;50;2;1;300
261;koefte;Spiced koefte with ginger peanut sauce;Combine ground meat, onion, garlic, ginger, cumin, coriander, chili flakes, salt, and cilantro in a bowl. Mix until well combined and shape into small oval koefte. Heat oil in a skillet over medium heat. Cook koefte in batches, turning until browned and cooked through, about 8 to 10 minutes. In a small saucepan, whisk together peanut butter, coconut milk, soy sauce, and lime juice. Simmer sauce over low heat for 5 minutes until smooth and heated through. Arrange cooked koefte on a serving platter. Drizzle with ginger peanut sauce or serve sauce on the side. Garnish with extra cilantro if desired. Serve hot with rice or flatbread.;ground meat, onion, garlic, ginger, cumin, coriander, chili flakes, salt, cilantro, oil, peanut butter, coconut milk, soy sauce, lime juice, rice, flatbread;Main Course;Turkish;15;10;25;Skillet|Saucepan;25;30;15;2;3;600
262;koerniger fresh cheese;Koerniger fresh cheese stir-fry with peanut sauce;Heat vegetable oil in a large skillet over medium heat. Grill onion and garlic until fragrant and translucent. Add bell pepper, zucchini, and snap peas, and stir-fry for 5 minutes. In a small bowl, whisk together soy sauce, peanut butter, rice vinegar, ginger, honey, and water. Pour the sauce over the vegetables and cook for 2 more minutes. Gently fold in the koerniger fresh cheese and heat through for 1 minute. Remove from heat and garnish with fresh coriander. Serve hot with steamed rice or flatbread.;vegetable oil, onion, garlic, bell pepper, zucchini, snap peas, soy sauce, peanut butter, rice vinegar, ginger, honey, water, koerniger fresh cheese, fresh coriander, steamed rice, flatbread;Main Course;International;10;10;20;Stove / Pan;20;25;40;5;10;800
263;lahmacun;Spicy african-asian fusion lahmacun;Preheat oven to 220∞C (425∞F). Heat oil in a pan and Grill onion and garlic until soft. Add ground beef and cook until browned, breaking up lumps. Stir in harissa, soy sauce, ginger, cumin, and chili flakes. Add chopped tomato and cook until mixture thickens. Season with salt, pepper, and lime juice, then remove from heat. Spread meat mixture evenly over flatbreads. Place flatbreads on baking trays and bake for 8 to 10 minutes. Remove from oven and sprinkle with chopped cilantro. Serve hot with a side of salad or yogurt sauce.;oil, onion, garlic, ground beef, harissa, soy sauce, ginger, cumin, chili flakes, tomato, salt, pepper, lime juice, cilantro, flatbreads, salad, yogurt sauce;Main Course;African-Asian;15;15;30;Pan|Oven;25;30;30;2;3;800
264;mac and cheese;Spicy african-asian fusion mac and cheese;Cook the macaroni in salted boiling water until al dente, then drain. Heat oil in a pan and Grill the onion until soft. Add garlic, turmeric, and gochujang, stirring for 1 minute. Pour in coconut milk and bring to a gentle simmer. Add cheddar and mozzarella cheeses, stirring until melted. Season with salt and pepper to taste. Stir in the cooked macaroni until well coated. Simmer for 2 to 3 minutes to blend flavors. Garnish with chopped coriander before serving.;macaroni, salt, oil, onion, garlic, turmeric, gochujang, coconut milk, cheddar cheese, mozzarella cheese, pepper, coriander;Main Course;African-Asian;10;20;30;Pot|Pan;20;30;50;3;2;500
265;mayonnaise;Spicy african-asian chicken mayo wraps;Combine chicken, soy sauce, paprika, ginger, garlic, salt, and pepper in a bowl. Heat oil in a skillet over medium heat. Cook chicken for 6 to 8 minutes until browned and cooked through. In a small bowl, mix mayonnaise with harissa paste. Toss shredded cabbage and carrot together in a separate bowl. Warm flatbreads in a dry pan or microwave until pliable. Spread spicy mayonnaise over each flatbread. Add cooked chicken and vegetable mix on top. Sprinkle with chopped cilantro. Roll up the wraps and serve warm or at room temperature.;chicken, soy sauce, paprika, ginger, garlic, salt, pepper, oil, mayonnaise, harissa paste, cabbage, carrot, flatbreads, cilantro;Main Course;African-Asian;15;8;23;Skillet|Microwave;30;25;30;3;5;800
266;mussels;Spicy coconut mussels with ginger and harissa;Heat oil in a large pot over medium heat. Grill onion until soft, about 3 minutes. Add garlic, ginger, and harissa paste, and cook for 1 minute. Pour in coconut milk, fish sauce, and brown sugar. Stir and bring the mixture to a gentle simmer. Add mussels and cover the pot. Cook for 5 to 7 minutes until mussels open. Discard any unopened mussels. Stir in lime juice and sprinkle with cilantro and sliced chili. Serve hot with steamed rice or crusty bread.;oil, onion, garlic, ginger, harissa paste, coconut milk, fish sauce, brown sugar, mussels, lime juice, cilantro, chili, steamed rice, crusty bread;Main Course;International;10;10;20;Pot|Stove / Pan;20;15;25;2;5;800
267;monsieur cuisine;Monsieur cuisine african-asian chicken stew;Set Monsieur Cuisine to Grill mode and heat the oil. Add chopped onion, garlic, and ginger and cook until fragrant. Stir in curry powder and tomato paste, cooking for 1 minute. Add chicken pieces and brown on all sides. Pour in coconut milk, chicken broth, and peanut butter, stirring well. Add chopped sweet potatoes and carrots, then season with salt and pepper. Switch to stew mode and cook for 25 minutes until chicken is tender. Stir in soy sauce and lime juice before serving. Garnish with chopped coriander and serve with rice or flatbread.;oil, onion, garlic, ginger, curry powder, tomato paste, chicken, coconut milk, chicken broth, peanut butter, sweet potatoes, carrots, salt, pepper, soy sauce, lime juice, coriander, rice, flatbread;Main Course;African-Asian;15;25;40;Grill|Multicooker (e.g. Instant Pot);30;25;40;5;5;600
268;moussaka;African asian fusion moussaka;Preheat oven to 180∞C (350∞F). Brush eggplant slices with olive oil and grill or pan-fry until golden on both sides. In a pan, Grill onion, garlic, and ginger until fragrant. Add ground lamb and cook until browned. Stir in soy sauce, cumin, coriander, and canned tomatoes. Simmer for 10 minutes, then season with salt and pepper. In a bowl, whisk coconut milk and eggs until smooth. Layer half the eggplant in a baking dish, then spread lamb mixture on top. Add remaining eggplant, pour over coconut mixture, and top with mozzarella. Bake for 30 to 35 minutes until golden and set, then let rest before serving.;eggplant, olive oil, onion, garlic, ginger, ground lamb, soy sauce, cumin, coriander, canned tomatoes, salt, pepper, coconut milk, eggs, mozzarella;Main Course;African;20;35;55;Pan|Oven|Grill;30;35;20;8;5;500
269;chocolate mousse;Spiced chocolate mousse with coconut ginger twist;Melt the dark chocolate gently over a double boiler until smooth. Stir in coconut milk, brown sugar, cardamom, ginger, cayenne, and vanilla extract. Remove from heat and mix in the cooled rooibos tea. Whisk in the egg yolks one at a time until fully incorporated. In a separate bowl, beat egg whites with salt until stiff peaks form. Gently fold the egg whites into the chocolate mixture until well combined. Spoon the mousse into serving glasses and chill for at least 4 hours. Garnish with toasted coconut flakes and fresh mint leaves before serving.;dark chocolate, coconut milk, brown sugar, cardamom, ginger, cayenne, vanilla extract, rooibos tea, egg yolks, egg whites, salt, toasted coconut flakes, fresh mint leaves;Dessert;International;20;15;35;Double boiler|Mixer;4;25;30;2;15;50
270;ox belly;Spicy ox belly stir-fry with peanut sauce;Heat oil in a large wok or skillet over medium-high heat. Grill onion, garlic, and ginger until fragrant. Add ox belly slices and stir-fry until browned and tender. Stir in soy sauce, fish sauce, and chili paste. Lower heat and add coconut milk, peanut butter, and brown sugar. Simmer for 5 minutes until sauce thickens slightly. Add bell pepper and snow peas, cook for 3 more minutes. Adjust seasoning to taste. Remove from heat and garnish with fresh cilantro. Serve hot with steamed rice or flatbread.;oil, onion, garlic, ginger, ox belly, soy sauce, fish sauce, chili paste, coconut milk, peanut butter, brown sugar, bell pepper, snow peas, fresh cilantro, steamed rice, flatbread;Main Course;Asian;15;15;30;Wok|Skillet;25;40;30;5;10;800
271;ossobuco;African-asian fusion ossobuco recipe;Season veal shanks with salt and pepper. Heat oil in a large pot over medium heat. Brown shanks on both sides until golden, then remove and set aside. Add onion, garlic, ginger, and chili to the pot and Grill until soft. Stir in coriander and turmeric and cook for 1 minute. Add tomatoes, beef stock, soy sauce, and fish sauce. Return shanks to the pot, ensuring they are mostly submerged. Cover and simmer on low heat for 1.5 to 2 hours until meat is tender. Garnish with cilantro and lime zest before serving. Serve hot with steamed rice or couscous.;veal shanks, salt, pepper, oil, onion, garlic, ginger, chili, coriander, turmeric, tomatoes, beef stock, soy sauce, fish sauce, cilantro, lime zest, steamed rice, couscous;Main Course;African-Asian;15;120;135;Pot|Stove / Pan;30;20;25;5;5;800
272;pampered chef;African asian fusion chicken stir fry;Slice chicken thighs into bite-sized pieces and season with salt and pepper. Heat sesame oil in a large skillet over medium-high heat. Add chicken and cook until browned and cooked through, about 6 to 8 minutes. Remove chicken and set aside. Add chopped onions, garlic, and ginger to the skillet and Grill until fragrant. Stir in sliced bell peppers, shredded cabbage, and carrot matchsticks. Cook vegetables for 5 minutes until tender-crisp. Add cooked chicken back to the skillet. Pour in soy sauce, ground African chili pepper, and a splash of lime juice. Toss everything together and cook for 2 more minutes before serving.;chicken thighs, salt, pepper, sesame oil, onions, garlic, ginger, bell peppers, cabbage, carrot, soy sauce, ground African chili pepper, lime juice;Main Course;African, Asian;10;15;25;Skillet;30;20;25;5;5;800
273;pizza slices;African-asian fusion chicken pizza slices;Preheat oven to 220∞C (425∞F). Roll out pizza dough on a baking sheet lined with parchment paper. In a bowl, mix tomato paste, peanut butter, soy sauce, garlic, and berbere spice to form a sauce. Spread the sauce evenly over the pizza dough. Top with shredded chicken, red onion slices, and green chili if using. Sprinkle mozzarella and cheddar cheese evenly over the toppings. Drizzle with olive oil. Bake for 12 to 15 minutes until the crust is golden and cheese is melted. Remove from oven and let cool slightly. Slice into wedges and garnish with fresh cilantro before serving.;pizza dough, tomato paste, peanut butter, soy sauce, garlic, berbere spice, shredded chicken, red onion, green chili, mozzarella cheese, cheddar cheese, olive oil, fresh cilantro;Main Course;African-Asian;10;15;25;Oven;35;20;40;3;5;800
274;pizza soup;Spicy african-asian fusion pizza soup;Heat oil in a large pot over medium heat. Grill onion, garlic, ginger, and chili until fragrant. Stir in coriander and smoked paprika and cook for 1 minute. Add crushed tomatoes and chicken broth, then bring to a boil. Reduce heat and simmer for 10 minutes. Add pepperoni, paneer or tofu, and bell pepper to the pot. Simmer for another 5 minutes until vegetables are tender. Stir in half of the mozzarella cheese until melted. Ladle soup into bowls and top with remaining cheese. Garnish with fresh basil or cilantro before serving.;oil, onion, garlic, ginger, chili, coriander, smoked paprika, crushed tomatoes, chicken broth, pepperoni, paneer, tofu, bell pepper, mozzarella cheese, fresh basil, cilantro;Soup;African-Asian;10;15;25;Pot;15;20;30;5;5;800
275;polenta;Spicy polenta with coconut peanut sauce;Bring water and salt to a boil in a saucepan. Gradually whisk in polenta and stir continuously until thickened. Reduce heat and simmer for 5 minutes, stirring occasionally. Pour polenta into a greased dish and let it set for 15 minutes. Heat olive oil in a pan and Grill ginger, garlic, and chili until fragrant. Stir in peanut butter, coconut milk, soy sauce, and coriander. Simmer sauce for 5 minutes until smooth and slightly thickened. Add spinach to the sauce and cook until wilted. Cut set polenta into squares and pan-fry until golden on both sides. Serve polenta topped with the coconut peanut sauce and garnish with spring onions and cilantro.;water, salt, polenta, olive oil, ginger, garlic, chili, peanut butter, coconut milk, soy sauce, coriander, spinach, spring onions, cilantro;Main Course;International;15;15;30;Saucepan|Pan;12;20;50;5;3;500
276;pulled pork;African asian pulled pork wraps;Combine soy sauce, peanut butter, ginger, garlic, harissa, vinegar, sugar, coriander, and paprika in a bowl. Place pork shoulder in a slow cooker and pour the sauce over it. Add chicken broth and cover with lid. Cook on low for 8 hours or until pork is tender and shreds easily. Remove pork from cooker and shred using two forks. Return shredded pork to the sauce and mix well. Warm flatbreads in a dry pan or oven. Assemble wraps with pulled pork, red onion, cilantro, and sliced chili. Serve warm with extra sauce on the side if desired.;soy sauce, peanut butter, ginger, garlic, harissa, vinegar, sugar, coriander, paprika, pork shoulder, chicken broth, flatbreads, red onion, cilantro, sliced chili;Main Course;African;15;480;495;Slow Cooker;40;30;40;5;10;800
277;quarkbaellchen;African-asian spiced quarkb√§llchen;In a large bowl, whisk together quark, eggs, and sugar until smooth. Add cardamom, ginger, nutmeg, and salt, then mix well. Stir in flour and baking powder to form a thick, sticky dough. Gently fold in sesame seeds for added crunch and flavor. Heat oil in a deep pan to 170∞C (340∞F). Using two spoons, shape small balls from the dough and carefully drop into hot oil. Fry in batches, turning occasionally, until golden brown and cooked through. Remove with a slotted spoon and drain on paper towels. Dust the warm quarkb√§llchen with powdered sugar before serving. Serve immediately as a snack or dessert with tea or spiced syrup.;quark, eggs, sugar, cardamom, ginger, nutmeg, salt, flour, baking powder, sesame seeds, oil, powdered sugar;Snack|Dessert;African-Asian;15;20;35;Pan;12;10;35;1;10;200
278;quiche lorraine;African-asian fusion quiche lorraine;Preheat oven to 180∞C (350∞F). Grease a 23 cm (9 in) tart pan and line with puff pastry. Heat oil in a pan and Grill onion, ginger, and chili until soft. Add diced smoked turkey or chicken and cook for 2 minutes. Stir in miso paste and ground coriander, then remove from heat. In a bowl, whisk eggs with coconut milk, salt, and pepper. Spread the meat mixture evenly over the pastry base. Pour the egg mixture over the filling and top with chopped cilantro. Bake for 30 to 35 minutes or until the filling is set and golden. Let cool slightly before slicing and serving.;puff pastry, oil, onion, ginger, chili, smoked turkey, chicken, miso paste, ground coriander, eggs, coconut milk, salt, pepper, cilantro;Main Course;African-Asian;15;35;50;Pan|Oven;15;20;30;2;2;500
279;rice salad;African-asian fusion rice salad;Rinse the jasmine rice under cold water until the water runs clear. Combine rice and water in a saucepan, bring to a boil, then reduce heat and simmer covered for 12 minutes. Remove from heat and let rice sit covered for 10 minutes, then fluff with a fork and cool. In a large bowl, mix cooled rice with black-eyed peas, mango, carrot, bell pepper, and spring onions. In a small bowl, whisk together ginger, soy sauce, sesame oil, lime juice, and ground coriander. Pour the dressing over the rice mixture and toss gently to combine. Season with salt and pepper to taste. Garnish with chopped cilantro before serving. Chill in the refrigerator for at least 30 minutes before serving. Serve cold or at room temperature.;jasmine rice, water, black-eyed peas, mango, carrot, bell pepper, spring onions, ginger, soy sauce, sesame oil, lime juice, ground coriander, salt, pepper, cilantro;Salad;African-Asian;20;12;32;Pot;10;8;55;7;5;500
280;remoulade;Spicy african-asian shrimp remoulade;Toss shrimp with oil, ginger, paprika, coriander, chili flakes, salt, and pepper. Heat a skillet over medium-high heat and cook shrimp for 2 to 3 minutes per side until opaque. In a bowl, combine mayonnaise, sweet chili sauce, mustard, lemon juice, and garlic. Stir in chopped cilantro and spring onion to the remoulade sauce. Taste and adjust seasoning of the remoulade with salt and pepper if needed. Let the sauce chill in the fridge for at least 15 minutes. Arrange cooked shrimp on a serving platter. Drizzle or serve the remoulade on the side for dipping. Garnish with extra cilantro or spring onion if desired. Serve immediately as an appetizer or light main dish.;shrimp, oil, ginger, paprika, coriander, chili flakes, salt, pepper, mayonnaise, sweet chili sauce, mustard, lemon juice, garlic, cilantro, spring onion;Main Course|Appetizer;African|Asian;15;6;21;Skillet;25;15;10;1;5;500
