id;seo_title;course;cuisine;cook_time_minutes;total_time_minutes;prep_time_minutes;equipments;Calories;difficulty;Protein;Fat;Carbohydrates_g;fiber_g;sugar_g;sodium_mg;slug;notes;Ingredients;directions
1374;Quick and Easy 20-Minute Cheesecake Recipe;Dessert;afro asian fusion recipe;15;35;20;Oven;250;easy;6;10;30;1;15;50;afro-asian-fusion-cheesecake;This cheesecake combines the creaminess of coconut with the umami of miso for a unique flavor.;7 g yeast, 240 ml coconut milk, 10 g brown sugar, 500 g flour, 240 ml warm water, 30 g palm oil, 1 piece egg, 50 g miso paste, 100 g crushed peanuts;Preheat oven to 160 °C. In a mixer, combine palm oil and brown sugar until creamy. Add the egg and beat well. Mix in miso paste until fully incorporated. In a separate bowl, sift together flour and yeast. Gradually add the dry ingredients to the wet mixture, mixing until just combined. Fold in crushed peanuts for added texture. Pour the mixture into a greased baking dish. Bake for 15 minutes or until golden brown. Allow to cool before serving. Serve with a drizzle of coconut milk.
1375;Quick and Easy Chicken Parmesan Recipe;Dessert;afro asian fusion recipe;35;50;15;Oven;300;easy;3;15;40;1;20;200;afro-asian-chicken-parmesan;This dish combines sweet and savory flavors for a unique twist.;"1 jar blueberry pie filling, 1 piece pineapple; diced, 30 g butter, 200 g yellow cake mix, 50 g mixed nuts; chopped, 30 g gochujang, 15 g miso paste, 50 g grated Parmesan cheese, 1 tsp sesame oil";Preheat oven to 200 °C. In a bowl, combine yellow cake mix, butter, and gochujang until smooth. Fold in diced pineapple and mixed nuts. Spread the mixture into a greased baking dish. In a separate bowl, mix blueberry pie filling with miso paste and sesame oil. Pour the blueberry mixture over the cake layer evenly. Sprinkle grated Parmesan cheese on top. Bake for 30-35 minutes until golden brown. Let cool for 10 minutes before serving.
1376;Quick and Easy Chocolate Cake Recipe;Dessert;afro asian fusion recipe;25;35;10;Pot;300;easy;3;10;45;1;25;150;afro-asian-chocolate-cake;Serve with a drizzle of coconut cream for extra flavor.;"1 piece pineapple; diced, 1 package strawberry gelatin, 240 ml buttermilk, 50 g mixed nuts; chopped, 30 g gochujang, 30 g unsweetened cocoa powder, 100 g palm sugar; grated";Preheat the oven to 180 °C. Grease a 23 x 33 cm baking pan. In a bowl, mix buttermilk, gochujang, and palm sugar until smooth. Add strawberry gelatin and cocoa powder, stirring until well combined. Pour the mixture into the prepared pan and spread evenly. Top with diced pineapple and sprinkle chopped nuts over the top. Bake for 25 minutes or until a toothpick comes out clean. Let cool for 10 minutes before serving.
1377;Quick and Easy Fruit Roll Recipe;Dessert;afro asian fusion recipe;0;130;10;Mixer;250;easy;1;1;60;3;30;5;afro-asian-fruit-roll;Adjust sweetness by adding honey if desired.;"1 jar peach pie filling, 200 g frozen strawberries, 2 ripe bananas, 1 piece pineapple; diced, 2 piece oranges; segmented, 30 g toasted sesame seeds, 30 g crushed peanuts, 50 ml coconut milk, 15 g gochujang";In a mixing bowl, combine peach pie filling, frozen strawberries, and diced pineapple. Add the segmented oranges and sliced bananas to the mixture. In a separate bowl, mix coconut milk and gochujang until well combined. Fold the coconut mixture into the fruit mixture gently. Sprinkle in toasted sesame seeds and crushed peanuts, folding carefully. Spread the mixture onto a baking sheet lined with parchment paper. Refrigerate for 2 hours until set. Cut into rolls and serve chilled.
1378;Quick and Flavorful Spaghetti Sauce Recipe;Main Course;afro asian fusion recipe;12;22;10;Mixer|Backofen;200;easy;3;10;25;1;5;200;afro-asian-fusion-spaghetti-sauce;Adjust gochujang for desired spice level.;30 g palm oil, 100 g brown sugar, 1 piece egg, 200 g flour, 0.5 tsp salt, 1 tsp baking powder, 1 tsp ginger paste, 1 tsp gochujang, 200 g diced tomatoes, 50 g chopped scallions;Heat palm oil in a pan over medium heat. Add ginger paste and gochujang, sauté for 1 minute. Stir in diced tomatoes and brown sugar, cook for 5 minutes. In a bowl, mix flour, salt, and baking powder. In another bowl, beat the egg and combine with the tomato mixture. Gradually add the dry ingredients to the wet mixture, stirring until smooth. Fold in chopped scallions. Simmer the sauce for an additional 5 minutes. Serve over cooked spaghetti.
1379;Quick Sweet and Sour Chicken Recipe;Main Course;afro asian fusion recipe;10;20;10;;300;easy;15;10;40;3;5;500;afro-asian-sweet-and-sour-chicken;Adjust sweetness by varying the amount of brown sugar.;"60 ml tamarind sauce, 200 g broccoli; chopped, 100 g shredded mozzarella cheese, 50 g dried mango; chopped, 30 g crispy shallots, 10 g brown sugar, 200 g chicken breast; diced, 30 ml soy sauce, 10 g ginger; minced";Marinate chicken in soy sauce and ginger for 10 minutes. Heat a pan over medium heat and add the marinated chicken. Cook chicken until browned, about 5 minutes. Add broccoli and cook for another 3 minutes. Stir in tamarind sauce, dried mango, and brown sugar. Cook for an additional 2 minutes until everything is well combined. Remove from heat and sprinkle crispy shallots on top. Serve hot with steamed rice.
1380;Quick and Colorful Peppermint Supper Recipe;Dinner;afro asian fusion recipe;10;25;15;;300;easy;5;10;40;2;5;200;afro-asian-fusion-peppermint-supper;Adjust the spice level of gochujang to taste.;"200 g flour, 1 tsp cream of tartar, 240 ml water, 0.5 tsp salt, 30 ml sesame oil, 1 tsp gochujang, 1 tsp tamarind paste, fresh peppermint leaves; chopped, 100 g broccoli; chopped, 50 g peanuts; crushed";Chop and wash the broccoli, then set aside. In a bowl, mix flour, cream of tartar, salt, and gochujang. Add water gradually, mixing until a dough forms. In a separate bowl, combine sesame oil and tamarind paste. Incorporate chopped broccoli and crushed peanuts into the tamarind mixture. Knead the dough on a floured surface until smooth, then roll into small balls. Flatten each ball and fill with the broccoli-peanut mixture. Seal the dough around the filling and shape into dumplings. Steam the dumplings for 10 minutes until cooked through. Serve hot, garnished with fresh peppermint leaves.
1381;Quick and Easy Apple Butter Recipe Delight;Snack;afro asian fusion recipe;10;40;10;Stove / Pan;250;easy;6;12;30;2;15;50;afro-asian-apple-butter;Adjust gochujang for desired spice level.;100 g white chocolate, 100 g chunky peanut butter, 100 g marshmallows, 100 g Rice Krispies, 50 g roasted peanuts, 30 g gochujang, 50 ml coconut milk, 1 tsp ginger powder, 1 tsp sesame oil;"Melt white chocolate in a pan over low heat. Stir in chunky peanut butter until smooth. Add coconut milk and gochujang, mixing well. In a separate bowl, combine Rice Krispies and marshmallows. Pour the chocolate mixture over the Rice Krispies and marshmallows. Add roasted peanuts, ginger powder, and sesame oil; mix thoroughly. Spread the mixture evenly in a lined baking dish. Chill in the refrigerator for 30 minutes to set. Cut into squares and serve."
1382;Quick and Easy Chicken Parmesan Recipe;Main Course;afro asian fusion recipe;15;25;10;Stove / Pan;400;easy;10;20;30;3;5;200;afro-asian-chicken-parmesan;Adjust gochujang for spice preference.;"2 pieces tomatoes; diced, 1 piece shallot; finely chopped, 2 cloves garlic; minced, 60 ml sesame oil, 60 ml sake, 100 g panko breadcrumbs, 50 g grated Parmesan cheese, 1 tsp gochujang, 2 pieces chicken breasts; flattened, Salt and pepper to taste";"Preheat the oven to 200°C. In a pan, heat sesame oil over medium heat. Sauté shallot and garlic until fragrant. Add diced tomatoes and cook until soft. Stir in gochujang and sake; simmer for 2 minutes. Season chicken breasts with salt and pepper. Coat chicken with panko breadcrumbs and Parmesan cheese. Place chicken in the oven and bake for 10 minutes. Top chicken with tomato mixture and bake for an additional 5 minutes. Serve hot and enjoy your fusion dish."
1383;Zesty Lime Jello Potato Salad Recipe;Side Dish;afro asian fusion recipe;0;130;10;;250;easy;3;10;35;2;20;50;lime-jello-potato-salad-fusion;Serve chilled as a refreshing side dish.;"1 package lime jello, 100 g cherries, 120 ml coconut cream, 50 g roasted peanuts, 240 ml boiling water, 1 piece pineapple; diced, 1 tbsp gochujang";Dissolve lime jello in boiling water in a large bowl. In a separate bowl, mix coconut cream and gochujang until smooth. Add the coconut mixture to the jello and stir well. Fold in the diced pineapple and cherries gently. Chop the roasted peanuts and sprinkle them into the mixture. Pour the mixture into a mold and refrigerate for at least 2 hours until set.
1384;Savory Eggplant Sticky Buns Recipe;Snack;afro asian fusion recipe;15;25;10;Pot|Stove / Pan;300;easy;10;15;25;3;2;300;eggplant-sticky-buns;Adjust gochujang to taste for spice level.;"1 piece eggplant; diced, 1 tsp lemon pepper, 0.5 tsp salt, 30 g palm oil, 1 piece egg; beaten, 1 piece onion; finely chopped, 50 g rice crackers; crushed, 50 g Parmesan cheese; grated, 50 g Cheddar cheese; grated, 1 tbsp gochujang";"Heat palm oil in a pan over medium heat. Sauté onions until translucent. Add diced eggplant, salt, and lemon pepper; cook until soft. Stir in gochujang and mix well. Remove from heat and let cool slightly. In a bowl, combine egg, crushed rice crackers, and cheese. Add the eggplant mixture to the bowl and mix until combined. Shape the mixture into small buns. Steam the buns for about 15 minutes until firm. Serve warm as a snack."
1385;Quick and Decadent 21-Minute Chocolate Cake Recipe;Dessert;afro asian fusion recipe;30;40;10;Oven;350;easy;5;15;50;1;30;100;afro-asian-fusion-chocolate-cake;For an extra twist, top with sesame seeds before serving.;"2 piece eggs, 60 ml sesame oil, 100 g brown sugar, 200 g all-purpose flour, 0.5 tsp nutmeg, 0.5 tsp salt, 0.5 tsp baking soda, 1 tsp cinnamon, 100 g grated carrots, 50 g crushed peanuts, 50 g dark chocolate; melted, 1 tsp gochujang";Preheat the oven to 180°C. In a bowl, whisk together eggs and sesame oil until well combined. Add brown sugar and melted dark chocolate, mix until smooth. In another bowl, combine flour, nutmeg, salt, baking soda, and cinnamon. Gradually add the dry ingredients to the wet mixture, stirring until just combined. Fold in grated carrots, crushed peanuts, and gochujang for a hint of spice. Pour the batter into a greased cake pan. Bake for 25-30 minutes or until a toothpick comes out clean. Let the cake cool in the pan for 10 minutes, then transfer to a wire rack. Serve warm or at room temperature.
1386;Quick and Easy 22-Minute Cake Recipe;Dessert;afro asian fusion recipe;30;40;10;Mixer|Backofen;300;easy;2;15;45;0;30;200;afro-asian-fusion-cake;This cake combines the richness of palm oil and peanuts with a hint of spice from gochujang.;30 g palm oil, 100 g powdered sugar, 0.5 tsp salt, 1 tsp vanilla extract, 200 g flour, 50 g ground peanuts, 1 tsp gochujang, 2 large eggs, 100 ml coconut milk;"Preheat the oven to 180 °C. In a mixer, combine palm oil, powdered sugar, and salt until smooth. Add vanilla extract, eggs, and coconut milk; blend well. In a separate bowl, mix flour, ground peanuts, and gochujang. Gradually add the dry mixture to the wet mixture, blending until just combined. Pour the batter into greased loaf pans. Bake for 25-30 minutes or until a toothpick comes out clean. Let cool for 10 minutes before removing from pans. Slice and serve warm or at room temperature."
1387;Quick and Irresistible Chocolate Cake Recipe;Dessert;afro asian fusion recipe;15;25;10;Oven;200;easy;2;8;30;1;15;50;afro-asian-chocolate-cake;Serve with a drizzle of chocolate sauce for added flavor.;"100 g cherries, 1 piece pineapple; diced, 50 g pecans; chopped, 1 package yellow cake mix, 50 g miso paste";Preheat oven to 160 °C. In a bowl, mix miso paste with water until smooth. Combine the yellow cake mix, miso mixture, and diced pineapple in a large bowl. Fold in the chopped pecans and cherries gently. Pour the batter into a greased cake pan. Bake for 12-15 minutes or until a toothpick comes out clean. Let it cool for 10 minutes before serving.
1388;Savory Chicken and Tomato Casserole Recipe;Main Course;afro asian fusion recipe;20;30;10;Stove / Pan;350;easy;25;15;20;3;5;500;fusion-chicken-and-tomato-casserole;Serve with steamed rice for a complete meal.;"60 ml peanut oil, 200 g chicken pieces, 0.5 tsp salt, 2 cloves garlic; minced, 60 ml soy sauce, 2 pieces tomatoes; diced, 1 tsp gochujang, 1 tsp ginger; grated, 100 g bell pepper; sliced, 1 tsp sesame seeds";"Heat peanut oil in a pan over medium heat. Add chicken pieces and season with salt; cook until browned. Stir in minced garlic and grated ginger; sauté for 1 minute. Add diced tomatoes and sliced bell pepper; cook for 5 minutes. Mix in soy sauce and gochujang; simmer for 10 minutes. Sprinkle sesame seeds on top before serving."
1389;Irresistible 2-2-2 Salad Recipe for Sweet Cravings;Salad;afro asian fusion recipe;30;45;15;Mixer|Oven;300;easy;5;15;30;3;10;200;2-salad-for-cravings;This salad combines sweet and savory elements for a unique flavor experience.;60 ml sesame oil, 50 g mixed nuts (peanuts and cashews), 0.5 tsp salt, 0.5 tsp baking soda, 1 tsp vanilla extract, 100 g brown sugar, 2 large eggs, 100 g dried mango (instead of prunes), 0.5 tsp five-spice powder, 200 g rice flour (instead of regular flour);Preheat the oven to 180°C. In a large mixing bowl, combine rice flour, baking soda, salt, and five-spice powder. In another bowl, whisk together sesame oil, brown sugar, and vanilla extract. Add eggs to the wet mixture and whisk until well combined. Gradually mix the wet ingredients into the dry ingredients until a batter forms. Fold in chopped dried mango and mixed nuts. Pour the batter into a greased baking dish. Bake for 25-30 minutes or until golden brown and a toothpick comes out clean. Let cool before slicing into squares. Serve as a sweet and savory salad topping or snack.
1390;Spicy Chicken and Chiles Recipe in 22 Minutes;Main Course;afro asian fusion recipe;25;35;10;Oven|Blender;300;easy;25;15;30;2;1;500;spicy-chicken-gochujang-berbere;Adjust spice levels according to taste.;"200 g chicken; diced, 100 g green chiles; sliced, 200 g flour, 1 tbsp gochujang, 1 tsp berbere spice, 30 ml sesame oil, 1 bunch cilantro; chopped";Preheat oven to 180 °C. In a bowl, mix sesame oil, gochujang, and berbere spice. Add diced chicken and sliced green chiles to the bowl, coating well. In another bowl, combine flour and a pinch of salt. Gradually add the flour mixture to the chicken mixture, stirring until combined. Spread the mixture evenly in a baking dish. Bake for 25 minutes or until chicken is cooked through. Remove from oven and let cool for 5 minutes. Garnish with chopped cilantro before serving.
1391;Savory Bacon and Swiss Cheese Pie Recipe;Breakfast;afro asian fusion recipe;30;40;10;Oven;350;easy;15;25;30;1;2;600;afro-asian-bacon-and-cheese-pie;For a spicier kick, adjust the amount of gochujang to taste.;"100 g bacon, 100 g Swiss cheese, 50 g miso paste, 1 piece onion; finely chopped, 240 ml coconut milk, 200 g Bisquick baking mix, 2 piece eggs, 0.5 tsp salt, 0.5 tsp black pepper, 1 tsp gochujang";Preheat oven to 180°C. In a bowl, whisk together eggs, coconut milk, miso paste, and gochujang until smooth. In a separate bowl, mix Bisquick baking mix, salt, and pepper. Gradually add the wet mixture to the dry ingredients, stirring until just combined. Fold in chopped bacon, Swiss cheese, and onion. Pour the batter into a greased pie dish. Bake for 30 minutes or until golden brown and set in the center. Let cool for 5 minutes before slicing. Serve warm and enjoy the fusion flavors.
1392;Decadent 24 Hour Ambrosia Salad Recipe;Dessert;afro asian fusion recipe;5;20;15;Stove / Pan;300;easy;5;15;25;1;10;50;afro-asian-fusion-ambrosia-salad;Chill for longer for enhanced flavors.;"30 g palm oil, 100 g peanut butter, 100 g confectioners sugar, 100 g dark chocolate chips, 50 g gochujang, 200 g mixed tropical fruits (mango; pineapple; and papaya)";Heat palm oil in a pan over medium heat. Add peanut butter and gochujang, stirring until smooth. In a bowl, combine confectioners sugar and mixed tropical fruits. Pour the peanut butter mixture over the fruits and mix well. Fold in dark chocolate chips gently. Transfer the mixture to a serving dish and refrigerate for at least 1 hour before serving.
1393;Savory 24-Hour Brisket Recipe for Sandwich Bliss;Main Course;afro asian fusion recipe;30;40;10;Skillet;600;easy;40;30;20;2;3;800;afro-asian-fusion-brisket-sandwich;Feel free to adjust spice levels to your taste.;"60 ml sesame oil, 200 g brisket, 2 pieces green onions; chopped, 2 cloves garlic; minced, 1 tsp berbere spice, 240 ml miso beef gravy, 2 pieces hard rolls, 2 pieces lettuce leaves, 2 pieces tomatoes; sliced, 100 g cheddar cheese";"Heat sesame oil in a skillet over medium heat. Sear the brisket on both sides until browned. Add chopped green onions and minced garlic; sauté until fragrant. Sprinkle berbere spice over the brisket and mix well. Pour in miso beef gravy and simmer for 30 minutes until tender. Remove brisket, let it rest, then slice thinly. Toast hard rolls lightly in the skillet. Layer lettuce, sliced tomatoes, and brisket on the rolls. Top with cheddar cheese and close the sandwich. Serve immediately and enjoy the fusion flavors."
1394;Savory 24 Hour Bass Casserole Recipe;Main Course;afro asian fusion recipe;15;25;10;Skillet;350;easy;25;15;30;5;5;300;24-hour-bass-casserole;Adjust gochujang for spice preference.;"200 g bass, 1 piece bay leaf, 1 tsp oregano, 100 g rice flour, 0.5 tsp salt, 60 ml sesame oil, 1 piece onion; diced, 2 cloves garlic; minced, 2 pieces tomatoes; chopped, 30 ml tamarind juice, 1 tsp ginger; grated, 1 tsp coriander, 1 tsp gochujang";Heat sesame oil in a skillet over medium heat. Add diced onion and minced garlic, sauté until translucent. Stir in ginger and gochujang, cook for 1 minute. Add bass fillets, bay leaf, oregano, and salt, cook until fish is opaque. Incorporate chopped tomatoes and tamarind juice, simmer for 5 minutes. Sprinkle rice flour evenly over the mixture, stir to combine. Cover and cook for an additional 5 minutes until thickened. Remove bay leaf before serving. Serve hot with steamed rice or flatbread.
1395;Refreshing 24-Hour Cauliflower Salad Recipe;Salad;afro asian fusion recipe;0;30;30;Bowl;200;easy;2;5;35;2;15;200;afro-asian-fusion-cauliflower-salad;This salad combines sweet and savory elements for a unique flavor.;"1 package lime jello, 240 ml water, 100 g marshmallows, 100 g napa cabbage; shredded, 1 piece ripe mango; diced, 50 g roasted peanuts; chopped, 1 package Dream Whip, 60 ml sesame oil dressing, 1 tbsp gochujang";Dissolve lime jello in 240 ml boiling water, stir until fully dissolved. In a bowl, combine shredded napa cabbage, diced mango, and chopped peanuts. Add dissolved jello to the bowl and mix well. In a separate bowl, whip Dream Whip according to package instructions. Fold in gochujang into the whipped Dream Whip until well combined. Gently fold the whipped mixture into the salad until evenly coated. Drizzle sesame oil dressing over the salad and mix gently. Cover and refrigerate for at least 24 hours to allow flavors to meld. Serve chilled as a refreshing side dish.
1396;Decadent 24-Hour Chocolate Cake Recipe;Dessert;afro asian fusion recipe;25;40;15;Pot|Mixer|Oven;350;easy;3;15;50;1;30;50;afro-asian-fusion-chocolate-cake;Serve with a drizzle of coconut cream for extra richness.;"100 g brown sugar, 30 g coconut oil, 240 ml coconut milk, 100 g dark chocolate; chopped, 100 g sweetened red bean paste, 50 g toasted sesame seeds, 1 tsp vanilla extract, 1 tsp matcha powder";Preheat the oven to 180°C. In a mixing bowl, combine brown sugar and coconut oil until creamy. Add coconut milk and vanilla extract, mixing well. Melt dark chocolate and stir into the mixture. Fold in sweetened red bean paste and matcha powder until fully incorporated. Pour the batter into a greased cake pan and sprinkle toasted sesame seeds on top. Bake for 25 minutes or until a toothpick comes out clean. Allow to cool before serving.
1397;Festive 24-Hour Christmas Salad Recipe;Salad;afro asian fusion recipe;30;45;15;Oven;250;easy;3;5;45;1;20;0;festive-24-hour-christmas-salad;This salad combines tropical flavors with umami notes for a unique twist.;"200 g flour, 50 g brown sugar, 0.5 tsp baking soda, 1 piece egg, 1 piece fresh pineapple; diced, 50 g brown sugar, 50 g shredded coconut, 30 g sesame seeds, 50 g miso paste, 30 ml soy sauce";Preheat the oven to 180°C. In a bowl, mix flour, brown sugar, and baking soda. In another bowl, whisk the egg with miso paste and soy sauce until smooth. Combine the wet and dry ingredients, stirring until just mixed. Fold in diced pineapple, shredded coconut, and sesame seeds. Pour the mixture into greased baking pans. Bake for 25-30 minutes or until golden brown. Remove from the oven and let cool at room temperature. Cut into squares and serve.
1398;Savory 24-Hour Cold Slaw Recipe Delight;Main Course|Side Dish;afro asian fusion recipe;45;60;15;Saucepan|Oven;300;easy;10;15;30;1;2;300;24-hour-cold-slaw;Serve chilled for best flavor.;"30 g palm oil, 200 g flour, 0.5 tsp salt, 0.5 tsp black pepper, 1 piece onion; finely chopped, 1 tsp dry mustard, 240 ml coconut milk, 2 piece eggs, 100 g smoked tofu; diced, 1 tbsp gochujang";Preheat the oven to 180 °C. In a large bowl, mix flour, salt, pepper, and dry mustard. In a separate bowl, whisk together coconut milk, eggs, and gochujang. Add the wet ingredients to the dry ingredients and mix until combined. Stir in the diced smoked tofu and chopped onion. Pour the mixture into a greased baking pan (23 x 33 cm). Bake for 45 minutes or until golden brown and set. Let cool for 10 minutes before serving.
1399;Savory 24-Hour Cole Slaw Recipe;Main Course;afro asian fusion recipe;90;105;15;Stove / Pan;250;easy;20;15;10;2;3;300;afro-asian-lamb-slaw;This dish combines the richness of lamb with spicy Korean flavors, perfect for a fusion twist.;"200 g lamb shanks, 1 piece onion; sliced, 1 piece green pepper; sliced, 1 tsp sweet paprika, 240 ml tomato sauce, 2 pieces tomatoes; diced, 2 tbsp gochujang, 1 tbsp soy sauce, 1 tbsp sesame oil, 100 g shredded cabbage, 50 g carrots; grated, 1 tbsp tamarind paste";Melt sesame oil in a saucepan over medium heat. Add sliced onion and green pepper, sauté until soft. Stir in sweet paprika and cook for 1 minute. Add lamb shanks and brown on all sides. Mix in tomato sauce, diced tomatoes, gochujang, soy sauce, and tamarind paste. Cover and simmer for 90 minutes until lamb is tender. Remove lamb, shred, and return to sauce. In a bowl, combine shredded cabbage and grated carrots. Pour the lamb mixture over the slaw and toss gently. Serve warm or chilled for a refreshing dish.
1400;Creamy 24-Hour Coleslaw Recipe;Side Dish;afro asian fusion recipe;10;1440;15;Pot|Oven;300;easy;12;15;40;2;2;300;24-hour-coleslaw;Allowing the coleslaw to sit for 24 hours enhances the flavors.;"200 g elbow macaroni, 30 g sesame oil, 240 ml coconut milk, 100 g cheddar cheese, 2 pieces eggs, 1 tablespoon gochujang, 50 g peanuts; crushed, 100 g shredded cabbage, 50 g grated carrots";"Cook elbow macaroni according to package instructions; drain and set aside. In a large bowl, mix coconut milk, sesame oil, gochujang, and eggs until smooth. Add shredded cabbage and grated carrots to the bowl; stir to combine. Fold in the cooked macaroni and crushed peanuts gently. Season with salt and pepper to taste. Cover and refrigerate for at least 24 hours to allow flavors to meld. Serve cold as a side dish."
1401;Crisp 24-Hour Cole Slaw Recipe;Side Dish;afro asian fusion recipe;0;40;10;;300;easy;10;15;40;2;1;200;crisp-afro-asian-fusion-cole-slaw;For extra crunch, add sliced radishes or cucumbers.;"120 g cabbage; finely shredded, 100 g carrots; grated, 50 g red bell pepper; thinly sliced, 30 g sesame oil, 15 g gochujang, 30 ml rice vinegar, 10 g sugar, 1 tsp salt, 30 g roasted peanuts; chopped";In a large bowl, combine shredded cabbage, grated carrots, and sliced bell pepper. In a separate bowl, whisk together sesame oil, gochujang, rice vinegar, sugar, and salt. Pour the dressing over the vegetable mixture and toss well to combine. Let the slaw sit for at least 30 minutes to allow flavors to meld. Before serving, sprinkle chopped roasted peanuts on top. Serve chilled or at room temperature.
1402;Sweet and Tangy 24 Hour Freezer Pickles Recipe;Dessert;afro asian fusion recipe;0;15;15;Pot|Oven;50;easy;1;3;10;0;8;0;sweet-and-tangy-afro-asian-fusion-pickles;Adjust gochujang to taste for spice preference.;"100 g sugar, 30 g cornstarch, 120 ml coconut milk, 30 g palm oil, 2 piece egg yolks, 1 piece lemon, 30 g gochujang, 1 piece cucumber; sliced";In a large bowl, mix sugar, cornstarch, and gochujang until well combined. Add coconut milk and palm oil to the mixture, stirring until smooth. In a separate bowl, whisk egg yolks and lemon juice together. Combine the egg yolk mixture with the coconut mixture, blending thoroughly. Add sliced cucumber to the mixture, ensuring each piece is well coated. Transfer the cucumber mixture to a clean jar, sealing tightly. Refrigerate for at least 24 hours to allow flavors to meld. Serve chilled as a tangy side dish or condiment.
1403;Cheesy Baked Grits Recipe with Garlic and Eggs;Breakfast|Main Course|Side Dish;afro asian fusion recipe;40;55;15;Oven|Pot|Mixer;300;easy;10;15;30;1;2;200;grits-garlic-and-miso;For extra flavor, top with chopped scallions before serving.;"60 g grits, 240 ml boiling water, 1 piece roll garlic; minced, 15 g butter, 2 piece eggs, 120 ml coconut milk, 30 g Cheddar cheese, 15 g miso paste, 10 g sesame seeds, 1 tsp gochujang";"Preheat the oven to 190°C. In a pot, combine grits and boiling water; stir until smooth. Add minced garlic, butter, and miso paste; mix well. In a separate bowl, whisk eggs and coconut milk together. Combine egg mixture with the grits mixture; stir until fully incorporated. Add gochujang and half of the sesame seeds; mix well. Pour the mixture into a greased baking dish. Sprinkle Cheddar cheese and remaining sesame seeds on top. Bake for 40 minutes or until golden and set. Let cool for 5 minutes before serving."
1404;Coconut Vanilla 24 Hour Lettuce Salad Recipe;Salad;afro asian fusion recipe;10;25;15;Stove / Pan;300;easy;5;10;40;1;15;200;coconut-vanilla-lettuce-salad-asian-twist;For added crunch, consider topping with sesame seeds.;30 g cornstarch, 50 g sugar, 1 tsp salt, 240 ml coconut milk, 2 piece egg yolks, 30 g toasted coconut flakes, 1 tsp vanilla extract, 1 tbsp soy sauce, 1 tsp sesame oil, 100 g mixed salad greens, 50 g sliced radishes, 1 tbsp chopped fresh cilantro;In a bowl, mix cornstarch, sugar, and salt. In a saucepan, heat coconut milk until warm, then whisk in the cornstarch mixture until smooth. In a separate bowl, whisk egg yolks and gradually add the warm coconut mixture. Return the mixture to the saucepan and cook over low heat until thickened, stirring constantly. Remove from heat and stir in vanilla extract, soy sauce, and sesame oil. Let the mixture cool to room temperature. In a large bowl, combine mixed salad greens, sliced radishes, and toasted coconut flakes. Drizzle the cooled coconut dressing over the salad and toss gently. Garnish with chopped cilantro before serving. Serve immediately or refrigerate for up to 24 hours for flavors to meld.
1405;Creamy 24-Hour Luncheon Salad Recipe;Lunch|Salad;afro asian fusion recipe;20;50;30;Pot|Stove / Pan;300;easy;8;15;30;3;2;300;24-hour-luncheon-salad-fusion;This salad combines creamy textures with a spicy kick.;"200 g red potatoes; diced, 100 g Cheddar cheese; grated, 120 ml coconut milk, 30 ml whipped cream, 1 tsp dry mustard, 1 tsp salt, 0.5 tsp nutmeg, 30 g palm oil, 1 tsp gochujang, 1 tsp sesame seeds";Boil diced red potatoes until tender, about 15 minutes. In a saucepan, heat palm oil over medium heat. Add coconut milk and gochujang, stirring until combined. Mix in dry mustard, salt, nutmeg, and grated Cheddar cheese. Cook until cheese melts and mixture thickens, about 5 minutes. Remove from heat and fold in whipped cream. Sprinkle sesame seeds on top before serving. Chill for 24 hours to enhance flavors. Serve cold as a salad.
1406;Decadent 24 Hour Macaroni Fruit Salad Recipe;Dessert|Snack|Salad;afro asian fusion recipe;0;60;30;Mixer|Oven;300;easy;2;15;30;1;10;50;afro-asian-fusion-macaroni-fruit-salad;Serve chilled for a refreshing taste.;30 g palm oil, 30 g instant vanilla pudding mix, 120 ml coconut cream, 10 g matcha powder, 240 ml coconut water, 30 ml rum, 30 g dark chocolate;Heat palm oil in a pan over medium heat. In a bowl, mix instant vanilla pudding with coconut cream until smooth. Dissolve matcha powder in coconut water and add to the pudding mixture. Incorporate rum into the mixture for flavor. Chill the mixture in the refrigerator for 30 minutes. Melt dark chocolate and drizzle over the chilled mixture before serving.
1407;Irresistible 24-Hour Apple Spice Cake Recipe;Breakfast|Dessert;afro asian fusion recipe;30;50;20;Stove / Pan|Oven;350;Medium;3;15;45;2;20;200;afro-asian-apple-spice-cake;For a spicier kick, adjust gochujang to taste.;"1 cake, 2 pieces apples; diced, 100 g miso paste, 100 g palm sugar, 200 ml coconut milk, 1 tablespoon sesame oil, 1 tablespoon gochujang, 250 g all-purpose flour, 1 teaspoon baking powder, 1 teaspoon cinnamon, 1 teaspoon nutmeg, 1/2 teaspoon salt, 3 large eggs, 100 g unsalted butter; melted, 100 g shaved dark chocolate for topping";Preheat oven to 180 °C. In a bowl, mix flour, baking powder, cinnamon, nutmeg, and salt. In another bowl, whisk eggs, melted butter, palm sugar, miso paste, and coconut milk. Combine wet and dry ingredients until just mixed. Fold in diced apples and sesame oil. Pour batter into greased round cake pans. Bake for 30 minutes or until a toothpick comes out clean. Let the cakes cool completely. Prepare a gochujang-infused frosting by mixing remaining coconut milk with gochujang and a bit of palm sugar. Split each cake layer and brush with a little coconut milk. Spread gochujang frosting between layers and on top. Sprinkle shaved chocolate on top before serving.
